"time","latitude","longitude","ptype"
2011-06-30 23:00:00,45.8,18.8,2.65478515625
2011-07-31 23:00:00,45.8,18.8,2.65478515625
2011-08-31 23:00:00,45.8,18.8,2.988037109375
2011-09-30 23:00:00,45.8,18.8,2.7708740234375
2011-10-31 23:00:00,45.8,18.8,2.9896240234375
2011-11-30 23:00:00,45.8,18.8,3.0357666015625
2011-12-31 23:00:00,45.8,18.8,3.0357666015625
2012-01-31 23:00:00,45.8,18.8,3.125
2012-02-29 23:00:00,45.8,18.8,3.2276611328125
2012-03-31 23:00:00,45.8,18.8,3.2276611328125
2012-04-30 23:00:00,45.8,18.8,3.15478515625
2012-05-31 23:00:00,45.8,18.8,3.1220703125
2012-06-30 23:00:00,45.8,18.8,3.1220703125
2012-07-31 23:00:00,45.8,18.8,3.0267333984375
2012-08-31 23:00:00,45.8,18.8,2.8228759765625
2012-09-30 23:00:00,45.8,18.8,2.8228759765625
2012-10-31 23:00:00,45.8,18.8,2.6339111328125
2012-11-30 23:00:00,45.8,18.8,2.638427734375
2012-12-31 23:00:00,45.8,18.8,2.638427734375
2013-01-31 23:00:00,45.8,18.8,3.4598388671875
2013-02-28 23:00:00,45.8,18.8,3.613037109375
2013-03-31 23:00:00,45.8,18.8,2.8988037109375
2013-04-30 23:00:00,45.8,18.8,2.96875
2013-05-31 23:00:00,45.8,18.8,2.96875
2013-06-30 23:00:00,45.8,18.8,3.0565185546875
2013-07-31 23:00:00,45.8,18.8,3.0625
2013-08-31 23:00:00,45.8,18.8,3.0625
2013-09-30 23:00:00,45.8,18.8,3.1011962890625
2013-10-31 23:00:00,45.8,18.8,3.12646484375
2013-11-30 23:00:00,45.8,18.8,3.12646484375
2013-12-31 23:00:00,45.8,18.8,2.9954833984375
2014-01-31 23:00:00,45.8,18.8,2.84521484375
2014-02-28 23:00:00,45.8,18.8,2.84521484375
2014-03-31 23:00:00,45.8,18.8,2.9002685546875
2014-04-30 23:00:00,45.8,18.8,3.0863037109375
2014-05-31 23:00:00,45.8,18.8,3.0863037109375
2014-06-30 23:00:00,45.8,18.8,4.0386962890625
2014-07-31 23:00:00,45.8,18.8,4.0670166015625
2014-08-31 23:00:00,45.8,18.8,2.8988037109375
2014-09-30 23:00:00,45.8,18.8,2.96875
2014-10-31 23:00:00,45.8,18.8,2.96875
2014-11-30 23:00:00,45.8,18.8,3.0565185546875
2014-12-31 23:00:00,45.8,18.8,3.0625
2015-01-31 23:00:00,45.8,18.8,3.0625
2015-02-28 23:00:00,45.8,18.8,3.1011962890625
2015-03-31 23:00:00,45.8,18.8,3.12646484375
2015-04-30 23:00:00,45.8,18.8,3.12646484375
2015-05-31 23:00:00,45.8,18.8,2.9954833984375
2015-06-30 23:00:00,45.8,18.8,2.84521484375
2015-07-31 23:00:00,45.8,18.8,2.84521484375
2015-08-31 23:00:00,45.8,18.8,2.9002685546875
2015-09-30 23:00:00,45.8,18.8,3.0863037109375
2015-10-31 23:00:00,45.8,18.8,3.0863037109375
2015-11-30 23:00:00,45.8,18.8,4.0386962890625
2015-12-31 23:00:00,45.8,18.8,4.0670166015625
2016-01-31 23:00:00,45.8,18.8,3.046142578125
2016-02-29 23:00:00,45.8,18.8,2.7872314453125
2016-03-31 23:00:00,45.8,18.8,2.7872314453125
2016-04-30 23:00:00,45.8,18.8,3.0625
2016-05-31 23:00:00,45.8,18.8,3.110107421875
2016-06-30 23:00:00,45.8,18.8,3.110107421875
2016-07-31 23:00:00,45.8,18.8,3.03271484375
2016-08-31 23:00:00,45.8,18.8,2.988037109375
2016-09-30 23:00:00,45.8,18.8,2.988037109375
2016-10-31 23:00:00,45.8,18.8,2.9642333984375
2016-11-30 23:00:00,45.8,18.8,2.9091796875
2016-12-31 23:00:00,45.8,18.8,2.9091796875
2017-01-31 23:00:00,45.8,18.8,3.0029296875
2017-02-28 23:00:00,45.8,18.8,3.672607421875
2017-03-31 23:00:00,45.8,18.8,3.672607421875
2017-04-30 23:00:00,45.8,18.8,3.8170166015625
2017-05-31 23:00:00,45.8,18.8,3.34521484375
2017-06-30 23:00:00,45.8,18.8,3.233642578125
2017-07-31 23:00:00,45.8,18.8,2.922607421875
2017-08-31 23:00:00,45.8,18.8,2.922607421875
2017-09-30 23:00:00,45.8,18.8,2.894287109375
2017-10-31 23:00:00,45.8,18.8,2.9642333984375
2017-11-30 23:00:00,45.8,18.8,2.9642333984375
2017-12-31 23:00:00,45.8,18.8,2.8377685546875
2018-01-31 23:00:00,45.8,18.8,2.9449462890625
2018-02-28 23:00:00,45.8,18.8,2.9449462890625
2018-03-31 23:00:00,45.8,18.8,2.8958740234375
2018-04-30 23:00:00,45.8,18.8,2.861572265625
2018-05-31 23:00:00,45.8,18.8,2.861572265625
2018-06-30 23:00:00,45.8,18.8,3.2425537109375
2018-07-31 23:00:00,45.8,18.8,3.7857666015625
2018-08-31 23:00:00,45.8,18.8,3.7857666015625
2018-09-30 23:00:00,45.8,18.8,3.2291259765625
2018-10-31 23:00:00,45.8,18.8,2.421142578125
2018-11-30 23:00:00,45.8,18.8,3.43603515625
2018-12-31 23:00:00,45.8,18.8,3.1502685546875
2019-01-31 23:00:00,45.8,18.8,3.1502685546875
2019-02-28 23:00:00,45.8,18.8,2.9658203125
2019-03-31 23:00:00,45.8,18.8,2.8646240234375
2019-04-30 23:00:00,45.8,18.8,2.8646240234375
2019-05-31 23:00:00,45.8,18.8,2.8646240234375
2019-06-30 23:00:00,45.8,18.8,2.863037109375
2019-07-31 23:00:00,45.8,18.8,2.863037109375
2019-08-31 23:00:00,45.8,18.8,2.8363037109375
2019-09-30 23:00:00,45.8,18.8,2.861572265625
2019-10-31 23:00:00,45.8,18.8,2.861572265625
2019-11-30 23:00:00,45.8,18.8,3.6339111328125
2019-12-31 23:00:00,45.8,18.8,4.00146484375
2020-01-31 23:00:00,45.8,18.8,4.00146484375
2020-02-29 23:00:00,45.8,18.8,3.074462890625
2020-03-31 23:00:00,45.8,18.8,2.5877685546875
2020-04-30 23:00:00,45.8,18.8,3.325927734375
2020-05-31 23:00:00,45.8,18.8,3.2708740234375
2020-06-30 23:00:00,45.8,18.8,3.2708740234375
2020-07-31 23:00:00,45.8,18.8,3.09228515625
2020-08-31 23:00:00,45.8,18.8,3.0341796875
2020-09-30 23:00:00,45.8,18.8,3.0341796875
2020-10-31 23:00:00,45.8,18.8,2.918212890625
2020-11-30 23:00:00,45.8,18.8,2.84521484375
2020-12-31 23:00:00,45.8,18.8,2.84521484375
2021-01-31 23:00:00,45.8,18.8,2.6636962890625
2021-02-28 23:00:00,45.8,18.8,2.8050537109375
2021-03-31 23:00:00,45.8,18.8,2.8050537109375
2021-04-30 23:00:00,45.8,18.8,3.59521484375
2021-05-31 23:00:00,45.8,18.8,3.9658203125
2021-06-30 23:00:00,45.8,18.8,3.9658203125
2021-07-31 23:00:00,45.8,18.8,3.2158203125
2021-08-31 23:00:00,45.8,18.8,2.950927734375
2021-09-30 23:00:00,45.8,18.8,3.8690185546875
2021-10-31 23:00:00,45.8,18.8,3.547607421875
2021-11-30 23:00:00,45.8,18.8,3.547607421875
2021-12-31 23:00:00,45.8,18.8,3.2752685546875
2022-01-31 23:00:00,45.8,18.8,3.0252685546875
2022-02-28 23:00:00,45.8,18.8,3.0252685546875
2022-03-31 23:00:00,45.8,18.8,2.90771484375
2022-04-30 23:00:00,45.8,18.8,2.924072265625
2022-05-31 23:00:00,45.8,18.8,2.924072265625
2022-06-30 23:00:00,45.8,18.8,2.8646240234375
2022-07-31 23:00:00,45.8,18.8,2.8795166015625
2022-08-31 23:00:00,45.8,18.8,2.8795166015625
2022-09-30 23:00:00,45.8,18.8,3.7529296875
2022-10-31 23:00:00,45.8,18.8,3.574462890625
2022-11-30 23:00:00,45.8,18.8,3.574462890625
