park,time,ptype
Šar Planina National Park,2008-05-31T23:00:00Z,0.19439697265625
Šar Planina National Park,2008-06-30T23:00:00Z,0.30218505859375
Šar Planina National Park,2008-07-31T23:00:00Z,0.31121826171875
Šar Planina National Park,2008-08-31T23:00:00Z,0.30718994140625
Šar Planina National Park,2008-09-30T23:00:00Z,0.12274169921875
Šar Planina National Park,2008-10-31T23:00:00Z,0.14288330078125
Šar Planina National Park,2008-11-30T23:00:00Z,0.13885498046875
Šar Planina National Park,2008-12-31T23:00:00Z,0.10601806640625
Šar Planina National Park,2009-01-31T23:00:00Z,0.1407470703125
Šar Planina National Park,2009-02-28T23:00:00Z,0.191650390625
Šar Planina National Park,2009-03-31T23:00:00Z,0.16748046875
Šar Planina National Park,2009-04-30T23:00:00Z,0.27301025390625
Šar Planina National Park,2009-05-31T23:00:00Z,0.28460693359375
Šar Planina National Park,2009-06-30T23:00:00Z,0.30615234375
Šar Planina National Park,2009-07-31T23:00:00Z,0.20550537109375
Šar Planina National Park,2009-08-31T23:00:00Z,0.14752197265625
Šar Planina National Park,2009-09-30T23:00:00Z,0.1790771484375
Šar Planina National Park,2009-10-31T23:00:00Z,0.14019775390625
Šar Planina National Park,2009-11-30T23:00:00Z,0.245849609375
Šar Planina National Park,2009-12-31T23:00:00Z,0.24102783203125
Šar Planina National Park,2010-01-31T23:00:00Z,0.2430419921875
Šar Planina National Park,2010-02-28T23:00:00Z,0.108642578125
Šar Planina National Park,2010-03-31T23:00:00Z,0.12249755859375
Šar Planina National Park,2010-04-30T23:00:00Z,0.16217041015625
Šar Planina National Park,2010-05-31T23:00:00Z,0.0933837890625
Šar Planina National Park,2010-06-30T23:00:00Z,0.12603759765625
Šar Planina National Park,2010-07-31T23:00:00Z,0.18572998046875
Šar Planina National Park,2010-08-31T23:00:00Z,0.19244384765625
Šar Planina National Park,2010-09-30T23:00:00Z,0.259765625
Šar Planina National Park,2010-10-31T23:00:00Z,0.24346923828125
Šar Planina National Park,2010-11-30T23:00:00Z,0.27239990234375
Šar Planina National Park,2010-12-31T23:00:00Z,0.26544189453125
Šar Planina National Park,2011-01-31T23:00:00Z,0.21368408203125
Šar Planina National Park,2011-02-28T23:00:00Z,0.20159912109375
Šar Planina National Park,2011-03-31T23:00:00Z,0.1373291015625
Šar Planina National Park,2011-04-30T23:00:00Z,0.18316650390625
Šar Planina National Park,2011-05-31T23:00:00Z,0.20928955078125
Šar Planina National Park,2011-06-30T23:00:00Z,0.26910400390625
Šar Planina National Park,2011-07-31T23:00:00Z,0.13446044921875
Šar Planina National Park,2011-08-31T23:00:00Z,0.1875
Šar Planina National Park,2011-09-30T23:00:00Z,0.095458984375
Šar Planina National Park,2011-10-31T23:00:00Z,0.09881591796875
Šar Planina National Park,2011-11-30T23:00:00Z,0.0469970703125
Šar Planina National Park,2011-12-31T23:00:00Z,0.0577392578125
Šar Planina National Park,2012-01-31T23:00:00Z,0.05303955078125
Šar Planina National Park,2012-02-29T23:00:00Z,0.06317138671875
Šar Planina National Park,2012-03-31T23:00:00Z,0.06854248046875
Šar Planina National Park,2012-04-30T23:00:00Z,0.065185546875
Šar Planina National Park,2012-05-31T23:00:00Z,0.0947265625
Šar Planina National Park,2012-06-30T23:00:00Z,0.11016845703125
Šar Planina National Park,2012-07-31T23:00:00Z,0.12164306640625
Šar Planina National Park,2012-08-31T23:00:00Z,0.11358642578125
Šar Planina National Park,2012-09-30T23:00:00Z,0.11358642578125
Šar Planina National Park,2012-10-31T23:00:00Z,0.0987548828125
Šar Planina National Park,2012-11-30T23:00:00Z,0.127685546875
Šar Planina National Park,2012-12-31T23:00:00Z,0.09814453125
Šar Planina National Park,2013-01-31T23:00:00Z,0.12158203125
Šar Planina National Park,2013-02-28T23:00:00Z,0.0577392578125
Šar Planina National Park,2013-03-31T23:00:00Z,0.0537109375
Šar Planina National Park,2013-04-30T23:00:00Z,0.051025390625
Šar Planina National Park,2013-05-31T23:00:00Z,0.08868408203125
Šar Planina National Park,2013-06-30T23:00:00Z,0.0906982421875
Šar Planina National Park,2013-07-31T23:00:00Z,0.06317138671875
Šar Planina National Park,2013-08-31T23:00:00Z,0.04632568359375
Šar Planina National Park,2013-09-30T23:00:00Z,0.04364013671875
Šar Planina National Park,2013-10-31T23:00:00Z,0.08197021484375
Šar Planina National Park,2013-11-30T23:00:00Z,0.086669921875
Šar Planina National Park,2013-12-31T23:00:00Z,0.08935546875
Šar Planina National Park,2014-01-31T23:00:00Z,0.06719970703125
Šar Planina National Park,2014-02-28T23:00:00Z,0.0914306640625
Šar Planina National Park,2014-03-31T23:00:00Z,0.1619873046875
Šar Planina National Park,2014-04-30T23:00:00Z,0.1405029296875
Šar Planina National Park,2014-05-31T23:00:00Z,0.0745849609375
Šar Planina National Park,2014-06-30T23:00:00Z,0.0745849609375
Šar Planina National Park,2014-07-31T23:00:00Z,0.0745849609375
Šar Planina National Park,2014-08-31T23:00:00Z,0.08599853515625
Šar Planina National Park,2014-09-30T23:00:00Z,0.10748291015625
Šar Planina National Park,2014-10-31T23:00:00Z,0.10748291015625
Šar Planina National Park,2014-11-30T23:00:00Z,0.05511474609375
Šar Planina National Park,2014-12-31T23:00:00Z,0.034912109375
Šar Planina National Park,2015-01-31T23:00:00Z,0.034912109375
Šar Planina National Park,2015-02-28T23:00:00Z,0.0416259765625
Šar Planina National Park,2015-03-31T23:00:00Z,0.075927734375
Šar Planina National Park,2015-04-30T23:00:00Z,0.05914306640625
Šar Planina National Park,2015-05-31T23:00:00Z,0.07666015625
Šar Planina National Park,2015-06-30T23:00:00Z,0.08935546875
Šar Planina National Park,2015-07-31T23:00:00Z,0.10552978515625
Šar Planina National Park,2015-08-31T23:00:00Z,0.19085693359375
Šar Planina National Park,2015-09-30T23:00:00Z,0.236572265625
Šar Planina National Park,2015-10-31T23:00:00Z,0.05303955078125
Šar Planina National Park,2015-11-30T23:00:00Z,0.07928466796875
Šar Planina National Park,2015-12-31T23:00:00Z,0.07928466796875
Šar Planina National Park,2016-01-31T23:00:00Z,0.08868408203125
Šar Planina National Park,2016-02-29T23:00:00Z,0.09539794921875
Šar Planina National Park,2016-03-31T23:00:00Z,0.09539794921875
Šar Planina National Park,2016-04-30T23:00:00Z,0.0732421875
Šar Planina National Park,2016-05-31T23:00:00Z,0.04571533203125
Šar Planina National Park,2016-06-30T23:00:00Z,0.04571533203125
Šar Planina National Park,2016-07-31T23:00:00Z,0.03021240234375
Šar Planina National Park,2016-08-31T23:00:00Z,0.0531005859375
Šar Planina National Park,2016-09-30T23:00:00Z,0.0692138671875
Šar Planina National Park,2016-10-31T23:00:00Z,0.08673095703125
Šar Planina National Park,2016-11-30T23:00:00Z,0.17340087890625
Šar Planina National Park,2016-12-31T23:00:00Z,0.1861572265625
Šar Planina National Park,2017-01-31T23:00:00Z,0.271484375
Šar Planina National Park,2017-02-28T23:00:00Z,0.2923583984375
Šar Planina National Park,2017-03-31T23:00:00Z,0.1539306640625
Šar Planina National Park,2017-04-30T23:00:00Z,0.1451416015625
Šar Planina National Park,2017-05-31T23:00:00Z,0.14111328125
Šar Planina National Park,2017-06-30T23:00:00Z,0.1317138671875
Šar Planina National Park,2017-07-31T23:00:00Z,0.13104248046875
Šar Planina National Park,2017-08-31T23:00:00Z,0.138427734375
Šar Planina National Park,2017-09-30T23:00:00Z,0.1397705078125
Šar Planina National Park,2017-10-31T23:00:00Z,0.1357421875
Šar Planina National Park,2017-11-30T23:00:00Z,0.1290283203125
Šar Planina National Park,2017-12-31T23:00:00Z,0.133056640625
Šar Planina National Park,2018-01-31T23:00:00Z,0.13775634765625
Šar Planina National Park,2018-02-28T23:00:00Z,0.1263427734375
Šar Planina National Park,2018-03-31T23:00:00Z,0.15118408203125
Šar Planina National Park,2018-04-30T23:00:00Z,0.209716796875
Šar Planina National Park,2018-05-31T23:00:00Z,0.2003173828125
Šar Planina National Park,2018-06-30T23:00:00Z,0.23455810546875
Šar Planina National Park,2018-07-31T23:00:00Z,0.21978759765625
Šar Planina National Park,2018-08-31T23:00:00Z,0.1485595703125
Šar Planina National Park,2018-09-30T23:00:00Z,0.136474609375
Šar Planina National Park,2018-10-31T23:00:00Z,0.12701416015625
Šar Planina National Park,2018-11-30T23:00:00Z,0.11688232421875
Šar Planina National Park,2018-12-31T23:00:00Z,0.1148681640625
Šar Planina National Park,2019-01-31T23:00:00Z,0.11962890625
Šar Planina National Park,2019-02-28T23:00:00Z,0.13238525390625
Šar Planina National Park,2019-03-31T23:00:00Z,0.13238525390625
Šar Planina National Park,2019-04-30T23:00:00Z,0.13372802734375
Šar Planina National Park,2019-05-31T23:00:00Z,0.14178466796875
Šar Planina National Park,2019-06-30T23:00:00Z,0.13641357421875
Šar Planina National Park,2019-07-31T23:00:00Z,0.17132568359375
Šar Planina National Park,2019-08-31T23:00:00Z,0.179443359375
Šar Planina National Park,2019-09-30T23:00:00Z,0.19287109375
Šar Planina National Park,2019-10-31T23:00:00Z,0.19085693359375
Šar Planina National Park,2019-11-30T23:00:00Z,0.15863037109375
Šar Planina National Park,2019-12-31T23:00:00Z,0.14117431640625
Šar Planina National Park,2020-01-31T23:00:00Z,0.1754150390625
Šar Planina National Park,2020-02-29T23:00:00Z,0.15057373046875
Šar Planina National Park,2020-03-31T23:00:00Z,0.13507080078125
Šar Planina National Park,2020-04-30T23:00:00Z,0.12164306640625
Šar Planina National Park,2020-05-31T23:00:00Z,0.11224365234375
Šar Planina National Park,2020-06-30T23:00:00Z,0.11761474609375
Šar Planina National Park,2020-07-31T23:00:00Z,0.1229248046875
Šar Planina National Park,2020-08-31T23:00:00Z,0.12567138671875
Šar Planina National Park,2020-09-30T23:00:00Z,0.1378173828125
Šar Planina National Park,2020-10-31T23:00:00Z,0.1297607421875
Šar Planina National Park,2020-11-30T23:00:00Z,0.125
Šar Planina National Park,2020-12-31T23:00:00Z,0.18817138671875
Šar Planina National Park,2021-01-31T23:00:00Z,0.22113037109375
Šar Planina National Park,2021-02-28T23:00:00Z,0.163330078125
Šar Planina National Park,2021-03-31T23:00:00Z,0.16131591796875
Šar Planina National Park,2021-04-30T23:00:00Z,0.13446044921875
Šar Planina National Park,2021-05-31T23:00:00Z,0.13848876953125
Šar Planina National Park,2021-06-30T23:00:00Z,0.19830322265625
Šar Planina National Park,2021-07-31T23:00:00Z,0.17138671875
Šar Planina National Park,2021-08-31T23:00:00Z,0.1558837890625
Šar Planina National Park,2021-09-30T23:00:00Z,0.1478271484375
Šar Planina National Park,2021-10-31T23:00:00Z,0.14044189453125
Šar Planina National Park,2021-11-30T23:00:00Z,0.14581298828125
Šar Planina National Park,2021-12-31T23:00:00Z,0.13641357421875
Šar Planina National Park,2022-01-31T23:00:00Z,0.13507080078125
Šar Planina National Park,2022-02-28T23:00:00Z,0.147216796875
Šar Planina National Park,2022-03-31T23:00:00Z,0.131103515625
Šar Planina National Park,2022-04-30T23:00:00Z,0.12701416015625
Šar Planina National Park,2022-05-31T23:00:00Z,0.190185546875
Šar Planina National Park,2022-06-30T23:00:00Z,0.23992919921875
Šar Planina National Park,2022-07-31T23:00:00Z,0.1431884765625
Šar Planina National Park,2022-08-31T23:00:00Z,0.14654541015625
Šar Planina National Park,2022-09-30T23:00:00Z,0.12432861328125
Šar Planina National Park,2022-10-31T23:00:00Z,0.125
Šar Planina National Park,2022-11-30T23:00:00Z,0.22515869140625
Šar Planina National Park,2022-12-31T23:00:00Z,0.21173095703125
Šar Planina National Park,2023-01-31T23:00:00Z,0.19757080078125
Šar Planina National Park,2023-02-28T23:00:00Z,0.1572265625
Šar Planina National Park,2023-03-31T23:00:00Z,0.138427734375
Šar Planina National Park,2023-04-30T23:00:00Z,0.13372802734375
Šar Planina National Park,2023-05-31T23:00:00Z,0.127685546875
Šar Planina National Park,2023-06-30T23:00:00Z,0.127685546875
Šar Planina National Park,2023-07-31T23:00:00Z,0.15325927734375
Šar Planina National Park,2023-08-31T23:00:00Z,0.15594482421875
Šar Planina National Park,2023-09-30T23:00:00Z,0.14715576171875
Šar Planina National Park,2023-10-31T23:00:00Z,0.18072509765625
Šar Planina National Park,2023-11-30T23:00:00Z,0.21368408203125
Šar Planina National Park,2023-12-31T23:00:00Z,0.14654541015625
Šar Planina National Park,2024-01-31T23:00:00Z,0.141845703125
Šar Planina National Park,2024-02-29T23:00:00Z,0.122314453125
Šar Planina National Park,2024-03-31T23:00:00Z,0.1290283203125
Šar Planina National Park,2024-04-30T23:00:00Z,0.1962890625
Šar Planina National Park,2024-05-31T23:00:00Z,0.18817138671875
Šar Planina National Park,2024-06-30T23:00:00Z,0.17669677734375
Šar Planina National Park,2024-07-31T23:00:00Z,0.14178466796875
Šar Planina National Park,2024-08-31T23:00:00Z,0.1505126953125
Šar Planina National Park,2024-09-30T23:00:00Z,0.14715576171875
Šar Planina National Park,2024-10-31T23:00:00Z,0.1142578125
Šar Planina National Park,2024-11-30T23:00:00Z,0.09747314453125
Šar Planina National Park,2024-12-31T23:00:00Z,0.12030029296875
Šar Planina National Park,2025-01-31T23:00:00Z,0.14984130859375
Šar Planina National Park,2025-02-28T23:00:00Z,0.14178466796875
